throughput_mbps,sensing_score,total_power_w,avg_sinr_db,avg_cqi,comm_norm,sense_norm,power_norm,avg_sensing_split,reward,alpha,episode,policy,perturbation_db
136.13042416369078,5.567714874202073,172.80000352859497,17.586055016132068,6.466666666666667,0.42499144125659216,0.6017999471523618,0.8640000176429748,0.699999988079071,0.5126426219940186,0.0,0,dqn,0.0
125.42771560477082,4.389175189188201,150.40000438690186,16.669666069531655,5.626666666666667,0.3953221534080234,0.4995054027769614,0.7520000219345093,0.6599999904632569,0.42823725938796997,0.0,1,dqn,0.0
130.5529857492846,6.01405758503863,160.0000033378601,16.31191227134643,5.426666666666667,0.4096383884606008,0.6361961020706146,0.8000000166893005,0.6599999904632569,0.5617141723632812,0.0,2,dqn,0.0
191.13546098959094,4.296394701023149,163.20000171661377,21.843249808191633,7.2,0.5629341765809599,0.490751177599601,0.8160000085830689,0.5399999976158142,0.404768168926239,0.0,3,dqn,0.0
118.18802702351535,4.374968624366587,156.8000030517578,15.845108428179161,5.44,0.37476915713434944,0.4981714776113156,0.784000015258789,0.5799999952316284,0.4215553402900696,0.0,4,dqn,0.0
128.9457841252809,4.13747731815469,182.40000438690186,16.7518072626322,5.706666666666667,0.4051702676272739,0.47552420838185383,0.9120000219345092,0.6199999928474427,0.3995888829231262,0.0,5,dqn,0.0
151.0101170081004,6.23408135003908,140.8000030517578,18.970299375275832,5.826666666666667,0.46476104754588765,0.6522818570164751,0.7040000152587891,0.6599999904632569,0.5337005853652954,0.0,6,dqn,0.0
108.72585635175714,5.552111048004269,169.60000371932983,14.560749396197991,5.2,0.34734343162601133,0.6005543998440069,0.8480000185966492,0.6199999928474427,0.5111004710197449,0.0,7,dqn,0.0
135.6586395855127,5.746567668055606,172.8000030517578,16.79011945964339,6.16,0.42370200745933045,0.6158681886813226,0.8640000152587891,0.5799999952316284,0.5234289169311523,0.0,8,dqn,0.0
76.8655668810039,5.820583327060641,166.40000534057617,11.952961782758033,5.44,0.2507552330681892,0.6215782388870886,0.8320000267028809,0.6599999904632569,0.5311887860298157,0.0,9,dqn,0.0
196.1916344008843,5.03283748743775,192.0000057220459,21.484338491358507,6.68,0.5743378954612426,0.5574354142253323,0.9600000286102295,0.6599999904632569,0.47745266556739807,0.0,10,dqn,0.0
167.1992553645832,6.485408398514281,144.0000033378601,20.282518613169128,5.44,0.5059943500398995,0.6699630329420345,0.7200000166893006,0.6599999904632569,0.5855337381362915,0.0,11,dqn,0.0
113.19093835248655,4.162064634817332,156.8000030517578,15.247786587404809,5.866666666666666,0.36036309951995066,0.4778991739509103,0.784000015258789,0.6599999904632569,0.3868255615234375,0.0,12,dqn,0.0
113.58584734721912,4.435020557027539,179.20000410079956,14.836552467821583,4.986666666666666,0.3615079740833946,0.5037939161639555,0.8960000205039979,0.6199999928474427,0.4089306890964508,0.0,13,dqn,0.0
175.21791144158317,5.582409730411813,172.80000352859497,20.472222343061265,6.306666666666667,0.5256098439451911,0.6029702671914312,0.8640000176429748,0.6599999904632569,0.4929383397102356,0.0,14,dqn,0.0
162.19438678702315,3.511036442017514,172.80000400543213,19.759553711582853,6.306666666666667,0.49347828857820236,0.4127152772206325,0.8640000200271607,0.5399999976158142,0.3331619203090668,0.0,15,dqn,0.0
124.13515210978714,5.4356131700637995,144.00000286102295,16.498889675555258,5.946666666666666,0.3916807664243489,0.5911627923966943,0.7200000143051147,0.6599999904632569,0.5282764434814453,0.0,16,dqn,0.0
149.98763461442348,5.132714038147481,163.2000026702881,18.128202006125896,6.013333333333334,0.46208474087773,0.5659806866150519,0.8160000133514405,0.5799999907612801,0.45451030135154724,0.0,17,dqn,0.0
153.86783518514005,3.739331226946676,166.40000247955322,18.5675375086258,6.64,0.4721960497186872,0.4361094555683566,0.8320000123977661,0.3800000071525574,0.3570190370082855,0.0,18,dqn,0.0
182.04769721690047,3.506738487357333,134.40000247955322,21.371596113393935,6.88,0.541888738828825,0.4122694449995353,0.6720000123977661,0.4600000023841858,0.3384934961795807,0.0,19,dqn,0.0
104.21943580563087,4.821500916568417,160.00000381469727,14.294054892129354,5.1066666666666665,0.3340660465169641,0.5389592527566326,0.8000000190734863,0.5799999952316284,0.43986082077026367,0.0,20,dqn,0.0
108.72741477123182,4.747660911121652,166.40000247955322,15.135377475050968,5.733333333333333,0.34734799961818313,0.5323778025382876,0.8320000123977661,0.6199999928474427,0.449885755777359,0.0,21,dqn,0.0
102.45894191049783,6.329296092756143,176.00000429153442,14.443948023807081,5.533333333333333,0.32884245760292463,0.6590668091221412,0.8800000214576721,0.5799999907612801,0.4989871382713318,0.0,22,dqn,0.0
110.5698721077641,6.23817486585644,160.00000429153442,14.938522810441087,5.64,0.35273698148163973,0.652575739028946,0.8000000214576721,0.699999988079071,0.5598371624946594,0.0,23,dqn,0.0
133.00102770570064,5.196493354357732,182.40000295639038,16.077957650527228,5.32,0.41640645351693634,0.5713748107841811,0.9120000147819519,0.5399999976158142,0.4781525135040283,0.0,24,dqn,0.0
113.94620966261823,4.098501948978199,163.20000410079956,15.548393395510837,5.213333333333333,0.36255174459336886,0.47174521703662736,0.8160000205039978,0.6199999928474427,0.39316239953041077,0.0,25,dqn,0.0
120.75916911587963,5.139052487292794,153.600004196167,15.811158527538108,5.333333333333333,0.38211212625704133,0.5665189485676885,0.768000020980835,0.6199999928474427,0.5008723735809326,0.0,26,dqn,0.0
149.03776329534907,3.5682855873118484,169.60000371932983,17.899015001437995,5.56,0.4595909252408863,0.4186349022457222,0.8480000185966492,0.5,0.3488660454750061,0.0,27,dqn,0.0
139.6527254905202,4.506300746365968,153.600004196167,17.657604056307967,5.68,0.4345636088742006,0.5104126165077124,0.768000020980835,0.6199999928474427,0.41443219780921936,0.0,28,dqn,0.0
135.07181470228554,6.629245121570288,156.80000400543213,17.054086964765666,5.64,0.4220957579537282,0.67975348835544,0.7840000200271606,0.6599999904632569,0.5888255834579468,0.0,29,dqn,0.0
70.79602678984894,4.567567721895989,160.00000381469727,11.522998393065341,4.506666666666667,0.23170150741245113,0.5160536607048851,0.8000000190734863,0.6599999904632569,0.4387933313846588,0.0,30,dqn,0.0
143.77590467259432,4.260176432152802,169.60000371932983,18.395546464868495,5.866666666666666,0.4456451759732202,0.4873066005946577,0.8480000185966492,0.4600000023841858,0.3790200650691986,0.0,31,dqn,0.0
118.04158140224258,3.4789749089646795,163.20000505447388,15.07286472400886,4.746666666666667,0.3743494902172547,0.40938474033962075,0.8160000252723694,0.6599999904632569,0.34077465534210205,0.0,32,dqn,0.0
110.54076692953079,5.332140871283366,172.80000495910645,15.252076221642737,5.946666666666666,0.35265203252936195,0.5826845044153399,0.8640000247955322,0.699999988079071,0.47660574316978455,0.0,33,dqn,0.0
101.83794862113913,6.3542769323093875,172.8000020980835,13.711074142974963,4.68,0.32699506701821174,0.6608294179083835,0.8640000104904175,0.5799999952316284,0.5731158256530762,0.0,34,dqn,0.0
86.3535494322928,4.758526745886649,182.40000295639038,12.939257498790157,4.866666666666666,0.28015029901957705,0.5333503703508733,0.9120000147819519,0.5399999976158142,0.45850974321365356,0.0,35,dqn,0.0
123.72712494343268,5.948954870599482,166.4000039100647,16.154284775031453,5.92,0.39052871955158797,0.6313269148734888,0.8320000195503234,0.4200000002980232,0.5266491770744324,0.0,36,dqn,0.0
103.55181072532032,4.022955341175918,172.80000257492065,13.789191617613229,5.2,0.3320875187441297,0.464370809719008,0.8640000128746033,0.6199999928474427,0.3844025731086731,0.0,37,dqn,0.0
124.8958987976482,5.319653972223928,172.8000044822693,16.026806825051064,5.826666666666667,0.39382542378429036,0.5816526503281424,0.8640000224113464,0.49999999552965163,0.4503015875816345,0.0,38,dqn,0.0
149.59380788426841,4.002003975728333,169.60000228881836,17.353687099868555,5.4,0.46105166167451583,0.46231413722475484,0.8480000114440918,0.5,0.37995094060897827,0.0,39,dqn,0.0
82.08559673194006,5.424078785315201,185.60000276565552,12.448812940841712,4.133333333333334,0.26698877793633197,0.5902240649909294,0.9280000138282776,0.5799999952316284,0.5082295536994934,0.0,40,dqn,0.0
102.14484569995575,4.828278914358815,144.0000023841858,14.532651672453756,5.4,0.3279083674262056,0.5395601213376654,0.720000011920929,0.5799999952316284,0.45559778809547424,0.0,41,dqn,0.0
135.8659506243352,4.7246570815248745,156.8000030517578,17.192303856228794,6.093333333333334,0.4242688209367554,0.5303141561961605,0.784000015258789,0.5799999952316284,0.45004016160964966,0.0,42,dqn,0.0
150.0633094241977,5.500385930189196,182.40000343322754,18.549358324210786,6.28,0.46228310625111424,0.5964046382988439,0.9120000171661377,0.5799999952316284,0.49678945541381836,0.0,43,dqn,0.0
173.24073212869595,4.82229145175711,179.20000505447388,20.291766732117274,6.1066666666666665,0.5208234913552711,0.5390293618773258,0.8960000252723694,0.5,0.45251089334487915,0.0,44,dqn,0.0
147.43340474825354,5.4141145528494174,160.0000033378601,17.826181835852427,6.133333333333334,0.4553623063037537,0.5894118372921151,0.8000000166893005,0.5799999952316284,0.501305103302002,0.0,45,dqn,0.0
167.87008287765912,5.272701357933593,188.80000400543213,20.188482644006513,6.8,0.5076560516569141,0.5777559407543105,0.9440000200271607,0.5399999931454659,0.4567829966545105,0.0,46,dqn,0.0
170.48169213274042,5.529920093623389,147.20000314712524,20.266373701386797,5.986666666666666,0.5140893225476353,0.5987780150941444,0.7360000157356262,0.6199999928474427,0.5075935125350952,0.0,47,dqn,0.0
111.44964550026526,5.123490873233967,179.20000457763672,15.36697398694544,5.493333333333333,0.35530201749844764,0.5651965915355037,0.8960000228881836,0.699999988079071,0.4785636067390442,0.0,48,dqn,0.0
71.58337498222956,5.663095280881214,169.60000371932983,11.991507494401388,5.053333333333334,0.23418358883283283,0.6093500593838429,0.8480000185966492,0.6599999904632569,0.519679069519043,0.0,49,dqn,0.0
115.05918649466362,4.252045771592401,153.60000324249268,15.887772583650378,5.12,0.36576967813096267,0.48653123045864693,0.7680000162124634,0.6599999904632569,0.4163122773170471,0.0,50,dqn,0.0
127.5044491496361,5.954554307509676,163.20000410079956,15.779774232442152,5.453333333333333,0.40114672901620585,0.6317476849694942,0.8160000205039978,0.6199999928474427,0.5507723093032837,0.0,51,dqn,0.0
67.02697437221767,4.631906691990998,153.600004196167,10.281877632251335,4.213333333333333,0.21977839801495735,0.521929742809482,0.768000020980835,0.699999988079071,0.4542965292930603,0.0,52,dqn,0.0
136.80025979805865,4.7867206843179755,169.600004196167,17.387245011019306,5.786666666666667,0.42681920864346556,0.5358673559765975,0.8480000209808349,0.5399999976158142,0.44611138105392456,0.0,53,dqn,0.0
123.18851059193032,4.927743016806231,156.80000400543213,15.868923554128155,5.68,0.38900609082351334,0.548314393875491,0.7840000200271606,0.699999988079071,0.4630416929721832,0.0,54,dqn,0.0
114.92880550156539,4.325833278286674,179.2000036239624,15.168112855454583,5.333333333333333,0.36539315946304257,0.49353971512250056,0.896000018119812,0.699999988079071,0.415999174118042,0.0,55,dqn,0.0
163.78942999164553,4.6845063241995195,172.80000352859497,20.069215333583276,5.826666666666667,0.4974897822778426,0.5266971803506193,0.8640000176429748,0.5799999952316284,0.444028377532959,0.0,56,dqn,0.0
104.22539886088497,5.883910679211803,185.60000324249268,14.787950123751724,5.48,0.3340837049915452,0.6264118830906724,0.9280000162124634,0.6599999904632569,0.5280328392982483,0.0,57,dqn,0.0
118.00921779166465,3.7499890574452244,147.20000171661377,15.582348777314696,5.253333333333333,0.3742567256254471,0.4371876787585331,0.7360000085830688,0.5399999976158142,0.36278921365737915,0.0,58,dqn,0.0
112.72293333946061,4.680551028342292,185.6000051498413,15.364790978292113,5.946666666666666,0.3590049065820439,0.5263398301299692,0.9280000257492066,0.6599999904632569,0.4356847405433655,0.0,59,dqn,0.0
152.35701305044213,5.071832733030334,166.4000039100647,18.312481201484275,6.72,0.46827357027135014,0.5607860444126291,0.8320000195503234,0.6199999928474427,0.4835096001625061,0.0,0,dqn,2.0
144.90026918374397,5.101302398016682,156.80000495910645,17.644842349382227,5.84,0.4486437075208303,0.5633060791510784,0.7840000247955322,0.699999988079071,0.47472935914993286,0.0,1,dqn,2.0
114.34206968493733,5.894854451508026,160.0000033378601,14.702278438680937,5.8,0.36369728486829417,0.6272423615828893,0.8000000166893005,0.6199999928474427,0.5434069633483887,0.0,2,dqn,2.0
176.8106985633984,4.879104339878926,166.40000295639038,20.817935233273634,7.2,0.5294416304318379,0.5440482842803385,0.832000014781952,0.5799999952316284,0.4699319005012512,0.0,3,dqn,2.0
115.86669947948566,4.300570309581301,166.40000438690186,15.856819607636224,5.333333333333333,0.3680989721277831,0.4911473221789492,0.8320000219345093,0.5799999952316284,0.3978689908981323,0.0,4,dqn,2.0
136.49193323003783,4.555879083530592,172.80000400543213,17.35989913570243,5.306666666666667,0.4259783157771866,0.5149808749746309,0.8640000200271607,0.5799999952316284,0.4412568509578705,0.0,5,dqn,2.0
137.29287861785076,6.740725062236903,172.8000054359436,17.973792166831462,6.426666666666667,0.4281611874434003,0.6871787955088056,0.864000027179718,0.6599999904632569,0.5906239748001099,0.0,6,dqn,2.0
125.33939569947304,4.283829959486079,166.4000039100647,16.46849182476764,5.133333333333334,0.3950737334854601,0.48955792255296254,0.8320000195503234,0.6599999904632569,0.3950982093811035,0.0,7,dqn,2.0
141.2275279797978,6.190210763371065,163.20000314712524,17.520458739462487,6.386666666666667,0.43881190568118145,0.6491199665034596,0.8160000157356262,0.5799999952316284,0.5473989248275757,0.0,8,dqn,2.0
121.28755299367363,6.05809914393935,169.600004196167,16.15651914749118,5.48,0.38361522883345206,0.6394616240944487,0.8480000209808349,0.5799999952316284,0.5603841543197632,0.0,9,dqn,2.0
159.2419238071827,4.372189237671508,188.80000591278076,19.19650767845044,6.36,0.4859972753378668,0.4979102307937631,0.9440000295639038,0.6599999904632569,0.41347184777259827,0.0,10,dqn,2.0
152.96145147051058,6.508735410521458,169.600004196167,18.427571904122583,5.733333333333333,0.46984507573771744,0.671566979016462,0.8480000209808349,0.6599999904632569,0.5884636640548706,0.0,11,dqn,2.0
103.24523821987508,4.469444913987512,172.80000257492065,14.410129965506655,5.48,0.3311780002718779,0.506997846892547,0.8640000128746033,0.699999988079071,0.41340285539627075,0.0,12,dqn,2.0
88.95969625218704,3.974804220651143,156.8000044822693,13.58977089385959,4.68,0.2881360148826047,0.459636659839293,0.7840000224113465,0.6199999928474427,0.3809128701686859,0.0,13,dqn,2.0
182.7151892157496,5.897410977009959,166.4000039100647,21.213731216476965,6.1466666666666665,0.5434584682190217,0.6274361607370494,0.8320000195503234,0.6599999904632569,0.5163500308990479,0.0,14,dqn,2.0
